,site_name,site_id,ccamlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,e_n
2377,Cape Pigeon Rocks,PIGE,58.4.1,143.894,-66.9334,adelie penguin,21.0,12.0,1997,1997,9000.0,2.0,chicks,aerial,0.1
2378,Cape Pigeon Rocks,PIGE,58.4.1,143.894,-66.9334,adelie penguin,14.0,1.0,2011,2010,64607.0,5.0,nests,vhr,0.9
2379,Peter I Island,PIIS,88.3,-90.4917,-68.835,adelie penguin,,,1987,1987,25.0,3.0,chicks,,0.25
2380,Peter I Island,PIIS,88.3,-90.4917,-68.835,adelie penguin,,,1990,1990,50.0,1.0,chicks,,0.05
2381,Peter I Island,PIIS,88.3,-90.4917,-68.835,adelie penguin,11.0,1.0,2011,2010,2.0,5.0,nests,vhr,0.9
2382,Pillar Ridge,PILL,48.1,-54.222,-61.271,chinstrap penguin,12.0,1.0,1977,1976,10370.0,5.0,nests,ground,0.9
2383,Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16.0,1.0,1984,1983,500.0,4.0,nests,ground,0.5
2384,Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,5.0,1.0,1998,1997,1553.0,2.0,nests,ground,0.1
2385,Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,15.0,1.0,2011,2010,2763.0,1.0,nests,ground,0.05
2386,Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,13.0,12.0,2012,2012,3142.0,1.0,nests,ground,0.05
2387,Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16.0,12.0,2013,2013,3173.0,1.0,nests,ground,0.05
2388,Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,24.0,12.0,2013,2013,3079.0,1.0,nests,ground,0.05
2397,Pirie Peninsula,PIRI,48.2,-44.662,-60.69,chinstrap penguin,28.0,12.0,1983,1983,16930.0,4.0,nests,ground,0.5
2398,Peterson Island,PISL,58.4.1,110.4993,-66.4665,adelie penguin,13.0,2.0,1980,1979,5946.0,3.0,adults,,0.25
2399,Peterson Island,PISL,58.4.1,110.4993,-66.4665,adelie penguin,8.0,1.0,1990,1989,20453.0,2.0,nests,ground,0.1
2400,Peterson Island,PISL,58.4.1,110.4993,-66.4665,adelie penguin,30.0,1.0,2011,2010,30448.0,5.0,nests,vhr,0.9
2401,Pickup Point,PKUP,48.1,-54.645,-61.11600000000001,chinstrap penguin,18.0,1.0,1971,1970,300.0,3.0,nests,ground,0.25
2402,Plato Island (Platter Island),PLAT,48.1,-54.6742,-63.433,adelie penguin,22.0,1.0,2011,2010,27902.0,5.0,nests,vhr,0.9
2403,Penguin Ladder,PLDR,48.1,-54.72,-61.143,chinstrap penguin,18.0,1.0,1971,1970,5250.0,3.0,nests,ground,0.25
2404,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,23.0,12.0,1982,1982,500.0,1.0,nests,ground,0.05
2405,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,28.0,11.0,1999,1999,1577.0,1.0,nests,ground,0.05
2406,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,13.0,12.0,2000,2000,1579.0,1.0,nests,ground,0.05
2407,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3.0,1.0,2003,2002,1639.0,1.0,nests,ground,0.05
2408,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4.0,1.0,2004,2003,2164.0,2.0,nests,ground,0.1
2409,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,22.0,12.0,2003,2003,2170.0,1.0,nests,ground,0.05
2410,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4.0,1.0,2005,2004,2135.0,1.0,nests,ground,0.05
2411,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,5.0,1.0,2007,2006,1574.0,1.0,nests,ground,0.05
2412,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,10.0,1.0,2008,2007,1994.0,2.0,nests,ground,0.1
2413,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,1.0,2.0,2008,2007,2984.0,1.0,chicks,ground,0.05
2414,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3.0,1.0,2009,2008,2169.0,1.0,nests,ground,0.05
2415,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25.0,1.0,2009,2008,2829.0,1.0,chicks,ground,0.05
2416,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4.0,12.0,2008,2008,2251.0,1.0,nests,ground,0.05
2417,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,17.0,1.0,2010,2009,2041.0,1.0,nests,ground,0.05
2418,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,22.0,11.0,2009,2009,2301.0,1.0,nests,ground,0.05
2419,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,2.0,2.0,2011,2010,2981.0,1.0,chicks,ground,0.05
2420,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,26.0,11.0,2010,2010,731.0,2.0,nests,ground,0.1
2421,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,14.0,12.0,2010,2010,2386.0,1.0,nests,ground,0.05
2422,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,21.0,12.0,2012,2012,2795.0,1.0,nests,ground,0.05
2423,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,2.0,1.0,2014,2013,2628.0,1.0,nests,ground,0.05
2424,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,13.0,1.0,2014,2013,2706.0,1.0,nests,ground,0.05
2425,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25.0,1.0,2014,2013,2702.0,1.0,nests,ground,0.05
2426,Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,,,2013,2013,3246.0,1.0,nests,ground,0.05
2435,Port Martin,PMAR,58.4.1,141.3997,-66.8113,adelie penguin,21.0,12.0,1997,1997,27243.0,2.0,nests,aerial,0.1
2436,Port Martin,PMAR,58.4.1,141.3997,-66.8113,adelie penguin,5.0,2.0,2011,2010,37994.0,5.0,nests,vhr,0.9
2437,Pottinger Point,POPO,48.1,-58.3582,-61.9325,chinstrap penguin,,,1980,1980,55861.0,2.0,nests,ground,0.1
2438,Pottinger Point,POPO,48.1,-58.3582,-61.9325,chinstrap penguin,31.0,1.0,1987,1986,175250.0,5.0,adults,ground,0.9
2439,Porteous Point,PORT,48.2,-45.675,-60.724,chinstrap penguin,12.0,2.0,1979,1978,5.0,1.0,chicks,ground,0.05
2440,Porteous Point,PORT,48.2,-45.675,-60.724,chinstrap penguin,,,2009,2009,0.0,1.0,nests,ground,0.05
2441,Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,,12.0,1983,1983,109125.0,2.0,nests,aerial,0.1
2442,Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,,12.0,1986,1986,142483.0,2.0,nests,aerial,0.1
2443,Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,,12.0,2006,2006,78967.0,2.0,nests,aerial,0.1
2444,Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,12.0,1.0,2011,2010,168583.0,5.0,nests,vhr,0.9
2445,Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,,12.0,2013,2013,177097.0,2.0,nests,aerial,0.1
2446,Powell Island,POWE,48.2,-45.028999999999996,-60.725,adelie penguin,27.0,12.0,1983,1983,24560.0,3.0,chicks,ground,0.25
2447,Powell Island,POWE,48.2,-45.028999999999996,-60.725,chinstrap penguin,27.0,12.0,1983,1983,8182.0,4.0,nests,ground,0.5
2448,Powell Island,POWE,48.2,-45.028999999999996,-60.725,gentoo penguin,27.0,12.0,1983,1983,2599.0,1.0,nests,ground,0.05
2449,Pink Pool Point,PPPT,48.1,-54.07899999999999,-61.309,chinstrap penguin,25.0,12.0,1976,1976,58500.0,3.0,nests,ground,0.25
2450,Pink Pool Point,PPPT,48.1,-54.07899999999999,-61.309,adelie penguin,12.0,12.0,2006,2006,1811.0,5.0,nests,vhr,0.9
2451,Point Rae,PRAE,48.2,-44.633,-60.757,chinstrap penguin,28.0,12.0,1983,1983,400.0,4.0,nests,ground,0.5
2452,President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,,,1987,1987,100.0,3.0,adults,ground,0.25
2453,President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,21.0,11.0,2005,2005,23.0,1.0,nests,ground,0.05
2454,President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,28.0,11.0,2007,2007,7.0,1.0,nests,ground,0.05
2455,President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,15.0,12.0,2011,2011,0.0,1.0,nests,ground,0.05
2456,Principal Point,PRIN,48.1,-63.431000000000004,-64.9121,gentoo penguin,6.0,2.0,1987,1986,200.0,4.0,nests,ground,0.5
2457,Principal Point,PRIN,48.1,-63.431000000000004,-64.9121,gentoo penguin,21.0,1.0,2013,2012,567.0,1.0,nests,ground,0.05
2458,Proclamation Island,PROC,58.4.2,53.6876,-65.8424,adelie penguin,3.0,2.0,2011,2010,9277.0,5.0,nests,vhr,0.9
2459,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1979,1979,17905.0,2.0,nests,ground,0.1
2460,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1979,1979,390.0,2.0,nests,ground,0.1
2461,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1979,1979,695.0,2.0,nests,ground,0.1
2462,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1980,1980,9310.0,2.0,nests,ground,0.1
2463,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1980,1980,526.0,2.0,nests,ground,0.1
2464,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1980,1980,623.0,2.0,nests,ground,0.1
2465,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1981,1981,10241.0,2.0,nests,ground,0.1
2466,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1981,1981,610.0,2.0,nests,ground,0.1
2467,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1981,1981,760.0,2.0,nests,ground,0.1
2468,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1986,1986,9320.0,3.0,nests,,0.25
2469,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1988,1988,10220.0,2.0,nests,,0.1
2470,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1988,1988,21.0,2.0,nests,ground,0.1
2471,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1988,1988,121.0,1.0,nests,ground,0.05
2472,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1989,1989,8045.0,2.0,nests,ground,0.1
2473,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1989,1989,18.0,2.0,nests,ground,0.1
2474,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1989,1989,136.0,3.0,nests,ground,0.25
2475,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1990,1990,8789.0,2.0,nests,ground,0.1
2476,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1990,1990,5.0,2.0,nests,ground,0.1
2477,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1990,1990,166.0,2.0,nests,ground,0.1
2478,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1991,1991,10347.0,2.0,nests,ground,0.1
2479,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1991,1991,190.0,2.0,nests,ground,0.1
2480,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1992,1992,10079.0,2.0,nests,ground,0.1
2481,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1992,1992,1.0,2.0,nests,ground,0.1
2482,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1992,1992,294.0,2.0,nests,ground,0.1
2483,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1994,1994,9731.0,2.0,nests,ground,0.1
2484,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1994,1994,0.0,2.0,nests,ground,0.1
2485,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1994,1994,340.0,2.0,nests,ground,0.1
2486,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1995,1995,10659.0,2.0,nests,ground,0.1
2487,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1995,1995,1.0,2.0,nests,ground,0.1
2488,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1995,1995,229.0,2.0,nests,ground,0.1
2489,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,,1995,1995,205.0,2.0,nests,ground,0.1
2490,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,,1996,1996,9075.0,2.0,nests,ground,0.1
2491,Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,,,1996,1996,1.0,2.0,nests,ground,0.1
2492,Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,,1.0,2003,2002,50.0,1.0,nests,ground,0.05
2493,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,5.0,1.0,2011,2010,4982.0,1.0,chicks,ground,0.05
2494,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,5.0,11.0,2010,2010,5330.0,1.0,nests,ground,0.05
2495,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,11.0,1.0,2014,2013,14.0,1.0,chicks,ground,0.05
2496,Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,,11.0,2013,2013,150.0,1.0,nests,ground,0.05
2497,Point Wordie,PTWD,48.1,-55.328,-61.245,chinstrap penguin,18.0,1.0,1971,1970,11640.0,3.0,nests,ground,0.25
2498,Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,11.0,1.0,1971,1970,1000.0,4.0,nests,ground,0.5
2499,Purdy Point,PURD,48.2,-45.4333,-60.5333,chinstrap penguin,31.0,12.0,1983,1983,5000.0,5.0,nests,ground,0.9
2500,Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,22.0,1.0,1983,1982,1030.0,1.0,nests,ground,0.05
2501,Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,15.0,1.0,2009,2008,2804.0,4.0,nests,ground,0.5
2502,Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,27.0,1.0,2010,2009,2355.0,3.0,nests,ground,0.25
2503,Pyrites Island,PYRI,48.1,-57.9491,-61.9241,chinstrap penguin,,,1980,1980,366.0,2.0,nests,ground,0.1
2504,Quinton Point (north),QPTN,48.1,-63.667,-64.317,chinstrap penguin,27.0,12.0,1983,1983,8000.0,5.0,adults,ground,0.9
2505,Quinton Point (north),QPTN,48.1,-63.667,-64.317,gentoo penguin,27.0,12.0,1983,1983,42.0,1.0,nests,ground,0.05
2506,Rauer Islands,RAUE,58.4.2,77.6765,-68.8331,adelie penguin,15.0,12.0,1981,1981,103916.0,1.0,nests,aerial,0.05
2507,Rauer Islands,RAUE,58.4.2,77.6765,-68.8331,adelie penguin,9.0,2.0,2011,2010,115034.0,5.0,nests,vhr,0.9
2508,Rayner Point,RAYN,48.2,-45.191,-60.648,chinstrap penguin,31.0,12.0,1983,1983,9000.0,4.0,nests,ground,0.5
2509,Robinson,RBSN,58.4.2,63.4596,-67.4543,adelie penguin,23.0,11.0,2005,2005,5000.0,5.0,nests,ground,0.9
2510,Robinson,RBSN,58.4.2,63.4596,-67.4543,adelie penguin,28.0,12.0,2006,2006,609.0,5.0,nests,vhr,0.9
2511,Red Island,REDI,48.1,-57.88,-63.7356,adelie penguin,29.0,10.0,2006,2006,1002.0,5.0,nests,vhr,0.9
2512,Renier Point,RENI,48.1,-59.81,-62.608999999999995,chinstrap penguin,,,1986,1986,1428.0,3.0,nests,,0.25
2513,Renier Point,RENI,48.1,-59.81,-62.608999999999995,chinstrap penguin,2.0,12.0,2011,2011,302.0,1.0,nests,ground,0.05
2514,Renier Point,RENI,48.1,-59.81,-62.608999999999995,chinstrap penguin,14.0,12.0,2011,2011,301.0,1.0,nests,ground,0.05
2515,Renier Point,RENI,48.1,-59.81,-62.608999999999995,chinstrap penguin,17.0,12.0,2013,2013,234.0,1.0,nests,ground,0.05
2519,Return Point,RETU,48.2,-46.0328,-60.6266,chinstrap penguin,4.0,1.0,1984,1983,15600.0,4.0,nests,ground,0.5
2520,Rhyolite Island,RHYO,48.1,-68.5709,-69.6488,adelie penguin,,,1989,1989,35.0,1.0,nests,,0.05
2521,Rhyolite Island,RHYO,48.1,-68.5709,-69.6488,adelie penguin,6.0,2.0,2011,2010,36.0,5.0,nests,vhr,0.9
2522,Ridley Island,RIDL,48.1,-58.016000000000005,-61.85,chinstrap penguin,,,1980,1980,4035.0,2.0,nests,ground,0.1
2523,Rip Point,RIPP,48.1,-59.001000000000005,-62.235,gentoo penguin,21.0,1.0,1966,1965,10000.0,5.0,nests,ground,0.9
2524,Rip Point,RIPP,48.1,-59.001000000000005,-62.235,chinstrap penguin,1.0,2.0,1987,1986,18350.0,4.0,adults,ground,0.5
2525,Robbery Beaches,ROBB,48.1,-61.083,-62.61600000000001,chinstrap penguin,3.0,2.0,1987,1986,0.0,1.0,adults,ground,0.05
2526,Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,11.0,2.0,1987,1986,5000.0,4.0,adults,ground,0.5
2527,Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,15.0,12.0,2012,2012,2780.0,1.0,nests,ground,0.05
2528,Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,9.0,1.0,2013,2012,711.0,1.0,nests,ground,0.05
2529,Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15.0,12.0,2012,2012,916.0,1.0,nests,ground,0.05
2530,Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15.0,12.0,2012,2012,902.0,1.0,nests,ground,0.05
2536,Cape Roca,ROCA,48.2,-44.8167,-60.75,chinstrap penguin,28.0,12.0,1983,1983,4200.0,4.0,nests,ground,0.5
2537,Romeo Island,ROME,48.1,-59.9268,-62.3763,chinstrap penguin,2.0,2.0,1987,1986,500.0,3.0,adults,ground,0.25
2538,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,28.0,1.0,1987,1986,202.0,1.0,chicks,ground,0.05
2539,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,,,1988,1988,214.0,1.0,nests,ground,0.05
2540,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,29.0,12.0,1992,1992,384.0,1.0,nests,ground,0.05
2541,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,,,1994,1994,445.0,2.0,nests,ground,0.1
2542,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,19.0,2.0,2008,2007,538.0,1.0,chicks,ground,0.05
2543,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,26.0,12.0,2007,2007,328.0,1.0,nests,ground,0.05
2544,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,12.0,2.0,2009,2008,301.0,1.0,chicks,ground,0.05
2545,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,7.0,12.0,2008,2008,155.0,3.0,nests,ground,0.25
2546,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,13.0,1.0,2010,2009,319.0,1.0,nests,ground,0.05
2547,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,16.0,2.0,2010,2009,434.0,1.0,chicks,ground,0.05
2548,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,5.0,12.0,2012,2012,271.0,1.0,nests,ground,0.05
2549,Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,24.0,12.0,2013,2013,161.0,1.0,nests,ground,0.05
2553,Robinson (northwest),RONW,58.4.2,63.413000000000004,-67.4489,adelie penguin,28.0,12.0,2006,2006,111.0,5.0,nests,vhr,0.9
2554,Rookery Islands,ROOK,58.4.2,62.5099,-67.6044,adelie penguin,,,1988,1988,44800.0,2.0,nests,,0.1
2555,Rookery Islands,ROOK,58.4.2,62.5099,-67.6044,adelie penguin,11.0,2.0,2011,2010,43989.0,5.0,nests,vhr,0.9
2556,Cape Roquemaurel,ROQU,48.1,-58.9652,-63.5486,chinstrap penguin,18.0,1.0,1987,1986,800.0,3.0,nests,ground,0.25
2557,Robinson (southeast),ROSE,58.4.2,63.4956,-67.4749,adelie penguin,23.0,11.0,2005,2005,500.0,5.0,nests,ground,0.9
2558,Robinson (southeast),ROSE,58.4.2,63.4956,-67.4749,adelie penguin,28.0,12.0,2006,2006,800.0,5.0,nests,vhr,0.9
2559,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,,1980,1980,2039.0,1.0,nests,,0.05
2560,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1983,1983,2317.0,2.0,nests,aerial,0.1
2561,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1984,1984,2460.0,2.0,nests,aerial,0.1
2562,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1985,1985,3246.0,2.0,nests,aerial,0.1
2563,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1986,1986,3252.0,2.0,nests,aerial,0.1
2564,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1987,1987,3986.0,2.0,nests,aerial,0.1
2565,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1988,1988,3604.0,2.0,nests,aerial,0.1
2566,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1989,1989,2817.0,2.0,nests,aerial,0.1
2567,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1990,1990,2651.0,2.0,nests,aerial,0.1
2568,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1991,1991,3101.0,2.0,nests,aerial,0.1
2569,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1992,1992,3627.0,2.0,nests,aerial,0.1
2570,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1993,1993,3297.0,2.0,nests,aerial,0.1
2571,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1994,1994,3472.0,2.0,nests,aerial,0.1
2572,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1995,1995,3751.0,2.0,nests,aerial,0.1
2573,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1996,1996,3378.0,2.0,nests,aerial,0.1
2574,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1997,1997,3933.0,2.0,nests,aerial,0.1
2575,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1998,1998,3411.0,2.0,nests,aerial,0.1
2576,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,1999,1999,3620.0,2.0,nests,aerial,0.1
2577,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2000,2000,2363.0,2.0,nests,aerial,0.1
2578,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2001,2001,1367.0,2.0,nests,aerial,0.1
2579,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2002,2002,2239.0,2.0,nests,aerial,0.1
2580,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2003,2003,1963.0,2.0,nests,aerial,0.1
2581,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2004,2004,2036.0,2.0,nests,aerial,0.1
2582,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2005,2005,2459.0,2.0,nests,aerial,0.1
2583,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2006,2006,2607.0,2.0,nests,aerial,0.1
2584,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2007,2007,2654.0,2.0,nests,aerial,0.1
2585,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2008,2008,1805.0,2.0,nests,aerial,0.1
2586,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2009,2009,2609.0,2.0,nests,aerial,0.1
2587,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2010,2010,2513.0,2.0,nests,aerial,0.1
2588,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2011,2011,2887.0,2.0,nests,aerial,0.1
2589,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2012,2012,3083.0,2.0,nests,aerial,0.1
2590,Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,,12.0,2013,2013,2944.0,2.0,nests,aerial,0.1
2591,Red Rock Ridge,RRRI,48.1,-67.1686,-68.2878,adelie penguin,13.0,2.0,1984,1983,1820.0,1.0,chicks,ground,0.05
2592,Red Rock Ridge,RRRI,48.1,-67.1686,-68.2878,adelie penguin,28.0,12.0,2007,2007,3554.0,1.0,nests,ground,0.05
2593,Red Rock Ridge,RRRI,48.1,-67.1686,-68.2878,adelie penguin,12.0,1.0,2013,2012,3760.0,1.0,chicks,ground,0.05
2594,Rudmose Rocks,RUDM,48.2,-44.602,-60.676,chinstrap penguin,28.0,12.0,1983,1983,4200.0,4.0,nests,ground,0.5
2595,Rugged Rocks,RUGG,48.1,-59.816,-62.601000000000006,chinstrap penguin,10.0,2.0,1987,1986,3000.0,3.0,adults,ground,0.25
2596,Rugged Rocks,RUGG,48.1,-59.816,-62.601000000000006,chinstrap penguin,2.0,12.0,2011,2011,1554.0,1.0,nests,ground,0.05
2597,Rugged Rocks,RUGG,48.1,-59.816,-62.601000000000006,chinstrap penguin,14.0,12.0,2011,2011,1514.0,1.0,nests,ground,0.05
2598,Rugged Rocks,RUGG,48.1,-59.816,-62.601000000000006,chinstrap penguin,21.0,12.0,2012,2012,1664.0,1.0,nests,ground,0.05
2599,Rugged Rocks,RUGG,48.1,-59.816,-62.601000000000006,chinstrap penguin,17.0,12.0,2013,2013,1439.0,1.0,nests,ground,0.05
2603,Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,27.0,11.0,1980,1980,473.0,1.0,adults,ground,0.05
2604,Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,22.0,11.0,1981,1981,1145.0,1.0,adults,ground,0.05
2605,Rumpa Island,RUMP,58.4.2,39.3905,-69.1441,adelie penguin,14.0,11.0,1982,1982,1534.0,1.0,adults,ground,0.05
